Id,Cliente_Id,Valor,DataHora,Hora,Minuto,Segundo,Dia
8480,671,-15.0,2022-01-06T15:23:46.000Z,15,23,46,2022-01-06
8470,671,-30.0,2022-01-05T15:41:12.000Z,15,41,12,2022-01-05
8469,671,-2.0,2022-01-05T15:40:32.000Z,15,40,32,2022-01-05
8455,671,-10.0,2022-01-03T15:26:45.000Z,15,26,45,2022-01-03
8454,671,-10.0,2022-01-03T15:25:04.000Z,15,25,4,2022-01-03
4379,690,-10.0,2021-07-10T22:57:50.000Z,22,57,50,2021-07-10
4378,690,-10.0,2021-07-10T22:56:57.000Z,22,56,57,2021-07-10
4377,690,-10.0,2021-07-10T22:55:38.000Z,22,55,38,2021-07-10
4376,690,-10.0,2021-07-10T22:54:44.000Z,22,54,44,2021-07-10
4375,690,-10.0,2021-07-10T22:53:57.000Z,22,53,57,2021-07-10
4374,690,-10.0,2021-07-10T22:53:12.000Z,22,53,12,2021-07-10
4372,690,-10.0,2021-07-10T21:39:22.000Z,21,39,22,2021-07-10
4371,690,-10.0,2021-07-10T21:37:43.000Z,21,37,43,2021-07-10
4370,690,-10.0,2021-07-10T21:36:32.000Z,21,36,32,2021-07-10
4365,690,-10.0,2021-07-10T21:02:14.000Z,21,2,14,2021-07-10
4364,690,-20.0,2021-07-10T21:00:40.000Z,21,0,40,2021-07-10
4363,690,-10.0,2021-07-10T20:58:14.000Z,20,58,14,2021-07-10
4361,690,-10.0,2021-07-10T20:57:22.000Z,20,57,22,2021-07-10
4360,690,-20.0,2021-07-10T20:56:34.000Z,20,56,34,2021-07-10
4359,690,-10.0,2021-07-10T20:55:20.000Z,20,55,20,2021-07-10
4358,690,-10.0,2021-07-10T20:53:23.000Z,20,53,23,2021-07-10
4345,690,-10.0,2021-07-10T13:20:03.000Z,13,20,3,2021-07-10
4344,690,-10.0,2021-07-10T13:18:59.000Z,13,18,59,2021-07-10
4343,690,-10.0,2021-07-10T13:18:06.000Z,13,18,6,2021-07-10
4342,690,-10.0,2021-07-10T13:16:05.000Z,13,16,5,2021-07-10
4341,690,-10.0,2021-07-10T13:14:09.000Z,13,14,9,2021-07-10
4332,690,-10.0,2021-07-09T23:31:17.000Z,23,31,17,2021-07-09
4331,690,-20.0,2021-07-09T23:30:06.000Z,23,30,6,2021-07-09
4325,690,-50.0,2021-07-09T16:41:24.000Z,16,41,24,2021-07-09
4324,690,-20.0,2021-07-09T16:39:56.000Z,16,39,56,2021-07-09
4323,690,-30.0,2021-07-09T16:38:18.000Z,16,38,18,2021-07-09
4319,690,-20.0,2021-07-09T15:42:54.000Z,15,42,54,2021-07-09
4318,690,-10.0,2021-07-09T15:41:14.000Z,15,41,14,2021-07-09
4316,690,-10.0,2021-07-09T14:03:11.000Z,14,3,11,2021-07-09
4315,690,-20.0,2021-07-09T14:01:40.000Z,14,1,40,2021-07-09
4314,689,-2.0,2021-07-09T12:58:23.000Z,12,58,23,2021-07-09
4313,689,-2.0,2021-07-09T12:57:22.000Z,12,57,22,2021-07-09
4312,690,-10.0,2021-07-09T12:56:31.000Z,12,56,31,2021-07-09
4311,689,-2.0,2021-07-09T12:55:41.000Z,12,55,41,2021-07-09
4310,690,-10.0,2021-07-09T12:54:39.000Z,12,54,39,2021-07-09
4307,690,-10.0,2021-07-09T11:19:19.000Z,11,19,19,2021-07-09
4306,690,-10.0,2021-07-09T11:18:05.000Z,11,18,5,2021-07-09
4305,690,-10.0,2021-07-09T11:16:26.000Z,11,16,26,2021-07-09
4304,690,-10.0,2021-07-09T11:14:29.000Z,11,14,29,2021-07-09
4293,690,-10.0,2021-07-08T17:45:07.000Z,17,45,7,2021-07-08
4292,690,-10.0,2021-07-08T17:43:41.000Z,17,43,41,2021-07-08
4285,690,-10.0,2021-07-08T11:24:56.000Z,11,24,56,2021-07-08
4284,690,-10.0,2021-07-08T11:23:48.000Z,11,23,48,2021-07-08
4283,690,-10.0,2021-07-08T11:22:52.000Z,11,22,52,2021-07-08
4279,431,-50.0,2021-07-08T01:53:08.000Z,1,53,8,2021-07-08
4277,431,-100.0,2021-07-08T01:52:28.000Z,1,52,28,2021-07-08
4274,689,-2.0,2021-07-07T21:59:55.000Z,21,59,55,2021-07-07
4273,689,-2.0,2021-07-07T21:58:33.000Z,21,58,33,2021-07-07
8446,671,-25.0,2022-01-02T12:53:55.000Z,12,53,55,2022-01-02
8445,671,-50.0,2022-01-02T12:53:00.000Z,12,53,0,2022-01-02
8434,671,-2.0,2021-12-31T14:03:06.000Z,14,3,6,2021-12-31
8433,671,-2.0,2021-12-31T14:02:17.000Z,14,2,17,2021-12-31
8389,671,-20.0,2021-12-21T16:12:47.000Z,16,12,47,2021-12-21
8388,671,-20.0,2021-12-21T16:11:32.000Z,16,11,32,2021-12-21
8387,671,-2.0,2021-12-21T15:55:12.000Z,15,55,12,2021-12-21
8386,671,-2.0,2021-12-21T15:54:44.000Z,15,54,44,2021-12-21
8385,671,-2.0,2021-12-21T15:54:05.000Z,15,54,5,2021-12-21
8384,671,-2.0,2021-12-21T15:53:21.000Z,15,53,21,2021-12-21
8326,671,-2.0,2021-12-16T15:33:39.000Z,15,33,39,2021-12-16
8325,671,-2.0,2021-12-16T15:33:00.000Z,15,33,0,2021-12-16
8321,671,-2.0,2021-12-15T15:53:46.000Z,15,53,46,2021-12-15
8320,671,-2.0,2021-12-15T15:52:44.000Z,15,52,44,2021-12-15
8319,671,-2.0,2021-12-15T15:44:14.000Z,15,44,14,2021-12-15
8318,671,-2.0,2021-12-15T15:43:09.000Z,15,43,9,2021-12-15
8315,671,-10.0,2021-12-15T10:02:31.000Z,10,2,31,2021-12-15
8314,671,-50.0,2021-12-15T10:01:51.000Z,10,1,51,2021-12-15
4266,690,-10.0,2021-07-07T11:21:06.000Z,11,21,6,2021-07-07
4265,690,-10.0,2021-07-07T11:19:20.000Z,11,19,20,2021-07-07
4264,690,-10.0,2021-07-07T11:18:13.000Z,11,18,13,2021-07-07
4263,690,-10.0,2021-07-07T11:17:20.000Z,11,17,20,2021-07-07
4244,690,-10.0,2021-07-06T17:09:12.000Z,17,9,12,2021-07-06
4243,690,-10.0,2021-07-06T17:07:59.000Z,17,7,59,2021-07-06
4242,690,-10.0,2021-07-06T17:06:23.000Z,17,6,23,2021-07-06
4240,690,-10.0,2021-07-06T17:04:24.000Z,17,4,24,2021-07-06
4239,690,-10.0,2021-07-06T17:03:28.000Z,17,3,28,2021-07-06
4236,690,-10.0,2021-07-06T16:04:41.000Z,16,4,41,2021-07-06
4235,690,-10.0,2021-07-06T16:03:38.000Z,16,3,38,2021-07-06
4227,690,-10.0,2021-07-06T12:45:56.000Z,12,45,56,2021-07-06
4226,690,-10.0,2021-07-06T12:44:39.000Z,12,44,39,2021-07-06
4225,690,-10.0,2021-07-06T12:42:57.000Z,12,42,57,2021-07-06
4224,690,-10.0,2021-07-06T12:42:11.000Z,12,42,11,2021-07-06
4223,689,-2.0,2021-07-06T12:37:21.000Z,12,37,21,2021-07-06
4222,689,-3.0,2021-07-06T12:36:28.000Z,12,36,28,2021-07-06
4221,689,-5.0,2021-07-06T12:35:39.000Z,12,35,39,2021-07-06
4220,689,-5.0,2021-07-06T12:34:35.000Z,12,34,35,2021-07-06
4212,690,-10.0,2021-07-05T20:40:32.000Z,20,40,32,2021-07-05
4211,690,-10.0,2021-07-05T20:38:42.000Z,20,38,42,2021-07-05
4209,690,-10.0,2021-07-05T18:59:16.000Z,18,59,16,2021-07-05
4208,690,-10.0,2021-07-05T18:58:27.000Z,18,58,27,2021-07-05
4207,690,-20.0,2021-07-05T18:57:12.000Z,18,57,12,2021-07-05
4203,690,-10.0,2021-07-05T12:57:31.000Z,12,57,31,2021-07-05
4202,690,-10.0,2021-07-05T12:55:49.000Z,12,55,49,2021-07-05
4201,690,-10.0,2021-07-05T12:54:06.000Z,12,54,6,2021-07-05
4199,690,-10.0,2021-07-05T12:48:26.000Z,12,48,26,2021-07-05
4198,690,-10.0,2021-07-05T12:46:57.000Z,12,46,57,2021-07-05
4192,690,-10.0,2021-07-04T22:53:03.000Z,22,53,3,2021-07-04
4191,690,-10.0,2021-07-04T22:51:37.000Z,22,51,37,2021-07-04
4190,689,-2.0,2021-07-04T21:59:24.000Z,21,59,24,2021-07-04
4189,689,-2.0,2021-07-04T21:58:06.000Z,21,58,6,2021-07-04
4188,690,-10.0,2021-07-04T21:32:02.000Z,21,32,2,2021-07-04
4187,690,-10.0,2021-07-04T21:30:47.000Z,21,30,47,2021-07-04
4184,690,-10.0,2021-07-04T19:23:32.000Z,19,23,32,2021-07-04
4183,690,-10.0,2021-07-04T19:22:18.000Z,19,22,18,2021-07-04
4181,689,-3.0,2021-07-04T17:23:09.000Z,17,23,9,2021-07-04
4180,689,-2.0,2021-07-04T17:21:13.000Z,17,21,13,2021-07-04
4179,689,-2.0,2021-07-04T17:20:49.000Z,17,20,49,2021-07-04
4169,690,-10.0,2021-07-04T13:50:10.000Z,13,50,10,2021-07-04
4168,690,-10.0,2021-07-04T13:48:22.000Z,13,48,22,2021-07-04
4167,690,-10.0,2021-07-04T13:46:43.000Z,13,46,43,2021-07-04
4166,690,-10.0,2021-07-04T13:44:52.000Z,13,44,52,2021-07-04
4165,690,-20.0,2021-07-04T13:42:58.000Z,13,42,58,2021-07-04
4164,690,-20.0,2021-07-04T13:41:48.000Z,13,41,48,2021-07-04
8210,671,-1.0,2021-12-08T19:49:12.000Z,19,49,12,2021-12-08
8209,671,-3.0,2021-12-08T19:48:14.000Z,19,48,14,2021-12-08
8208,671,-10.0,2021-12-08T19:46:39.000Z,19,46,39,2021-12-08
8207,671,-10.0,2021-12-08T19:45:01.000Z,19,45,1,2021-12-08
8206,671,-50.0,2021-12-08T19:43:21.000Z,19,43,21,2021-12-08
8192,671,-30.0,2021-12-07T19:31:11.000Z,19,31,11,2021-12-07
8191,671,-5.0,2021-12-07T19:30:06.000Z,19,30,6,2021-12-07
8183,671,-1.0,2021-12-06T22:59:04.000Z,22,59,4,2021-12-06
8182,671,-3.0,2021-12-06T22:58:11.000Z,22,58,11,2021-12-06
8180,671,-5.0,2021-12-06T21:27:18.000Z,21,27,18,2021-12-06
8179,671,-5.0,2021-12-06T21:26:32.000Z,21,26,32,2021-12-06
8169,671,-5.0,2021-12-05T21:52:52.000Z,21,52,52,2021-12-05
8168,671,-60.0,2021-12-05T21:51:21.000Z,21,51,21,2021-12-05
8165,671,-2.0,2021-12-05T21:31:04.000Z,21,31,4,2021-12-05
8164,671,-2.0,2021-12-05T21:29:14.000Z,21,29,14,2021-12-05
8163,671,-2.0,2021-12-05T21:27:56.000Z,21,27,56,2021-12-05
8161,671,-10.0,2021-12-05T20:58:11.000Z,20,58,11,2021-12-05
8160,671,-2.0,2021-12-05T20:56:23.000Z,20,56,23,2021-12-05
8159,671,-50.0,2021-12-05T20:55:07.000Z,20,55,7,2021-12-05
8156,671,-5.0,2021-12-05T18:53:11.000Z,18,53,11,2021-12-05
8155,671,-10.0,2021-12-05T18:51:21.000Z,18,51,21,2021-12-05
8154,671,-2.0,2021-12-05T18:49:20.000Z,18,49,20,2021-12-05
8153,671,-5.0,2021-12-05T18:47:37.000Z,18,47,37,2021-12-05
8152,671,-150.0,2021-12-05T18:45:24.000Z,18,45,24,2021-12-05
8151,671,-2.0,2021-12-05T18:43:42.000Z,18,43,42,2021-12-05
8149,671,-2.0,2021-12-05T18:41:37.000Z,18,41,37,2021-12-05
8148,671,-10.0,2021-12-05T18:40:40.000Z,18,40,40,2021-12-05
8129,671,-20.0,2021-12-03T16:46:27.000Z,16,46,27,2021-12-03
8128,671,-2.0,2021-12-03T16:44:29.000Z,16,44,29,2021-12-03
8123,671,-83.0,2021-12-03T15:44:13.000Z,15,44,13,2021-12-03
8122,671,-80.0,2021-12-03T15:42:24.000Z,15,42,24,2021-12-03
8120,671,-40.0,2021-12-03T15:25:16.000Z,15,25,16,2021-12-03
8119,671,-100.0,2021-12-03T15:24:45.000Z,15,24,45,2021-12-03
4154,690,-10.0,2021-07-03T23:48:55.000Z,23,48,55,2021-07-03
4153,690,-10.0,2021-07-03T23:47:44.000Z,23,47,44,2021-07-03
4152,690,-10.0,2021-07-03T23:45:53.000Z,23,45,53,2021-07-03
4151,690,-20.0,2021-07-03T23:44:46.000Z,23,44,46,2021-07-03
4150,205,-2.0,2021-07-03T23:19:58.000Z,23,19,58,2021-07-03
4149,205,-2.0,2021-07-03T23:19:07.000Z,23,19,7,2021-07-03
4145,689,-2.0,2021-07-03T19:31:27.000Z,19,31,27,2021-07-03
4144,689,-3.0,2021-07-03T19:29:29.000Z,19,29,29,2021-07-03
4136,690,-20.0,2021-07-03T17:01:21.000Z,17,1,21,2021-07-03
4135,690,-10.0,2021-07-03T17:00:05.000Z,17,0,5,2021-07-03
4133,689,-2.0,2021-07-03T16:50:22.000Z,16,50,22,2021-07-03
4132,689,-2.0,2021-07-03T16:48:48.000Z,16,48,48,2021-07-03
4121,690,-10.0,2021-07-03T14:41:27.000Z,14,41,27,2021-07-03
4120,690,-10.0,2021-07-03T14:39:47.000Z,14,39,47,2021-07-03
4119,690,-10.0,2021-07-03T13:41:27.000Z,13,41,27,2021-07-03
4118,690,-10.0,2021-07-03T13:40:10.000Z,13,40,10,2021-07-03
4116,690,-10.0,2021-07-03T13:35:25.000Z,13,35,25,2021-07-03
4115,690,-10.0,2021-07-03T13:33:57.000Z,13,33,57,2021-07-03
4114,690,-10.0,2021-07-03T13:32:24.000Z,13,32,24,2021-07-03
4102,690,-20.0,2021-07-02T20:28:25.000Z,20,28,25,2021-07-02
4101,690,-10.0,2021-07-02T20:26:30.000Z,20,26,30,2021-07-02
4097,690,-10.0,2021-07-02T18:03:20.000Z,18,3,20,2021-07-02
4096,690,-10.0,2021-07-02T18:02:04.000Z,18,2,4,2021-07-02
4092,690,-10.0,2021-07-02T15:20:59.000Z,15,20,59,2021-07-02
4091,690,-10.0,2021-07-02T15:19:40.000Z,15,19,40,2021-07-02
4090,690,-10.0,2021-07-02T15:16:47.000Z,15,16,47,2021-07-02
4089,690,-10.0,2021-07-02T15:15:24.000Z,15,15,24,2021-07-02
4088,690,-10.0,2021-07-02T15:14:03.000Z,15,14,3,2021-07-02
4086,205,-2.0,2021-07-02T12:44:43.000Z,12,44,43,2021-07-02
4085,205,-2.0,2021-07-02T12:43:08.000Z,12,43,8,2021-07-02
4084,205,-3.0,2021-07-02T12:42:39.000Z,12,42,39,2021-07-02
4076,690,-10.0,2021-07-02T11:31:41.000Z,11,31,41,2021-07-02
4075,690,-10.0,2021-07-02T11:29:56.000Z,11,29,56,2021-07-02
4072,690,-10.0,2021-07-01T23:07:49.000Z,23,7,49,2021-07-01
4071,690,-10.0,2021-07-01T23:06:43.000Z,23,6,43,2021-07-01
4065,689,-2.0,2021-07-01T21:44:56.000Z,21,44,56,2021-07-01
4064,689,-2.0,2021-07-01T21:43:42.000Z,21,43,42,2021-07-01
4052,690,-10.0,2021-07-01T11:26:02.000Z,11,26,2,2021-07-01
4051,690,-10.0,2021-07-01T11:24:14.000Z,11,24,14,2021-07-01
4047,690,-10.0,2021-07-01T11:15:23.000Z,11,15,23,2021-07-01
4046,690,-10.0,2021-07-01T11:13:35.000Z,11,13,35,2021-07-01
7986,671,-10.0,2021-11-22T23:56:01.000Z,23,56,1,2021-11-22
7985,671,-20.0,2021-11-22T23:54:22.000Z,23,54,22,2021-11-22
7979,671,-10.0,2021-11-22T15:32:10.000Z,15,32,10,2021-11-22
7978,671,-10.0,2021-11-22T15:30:21.000Z,15,30,21,2021-11-22
7976,671,-5.0,2021-11-22T15:19:53.000Z,15,19,53,2021-11-22
7975,671,-5.0,2021-11-22T15:18:34.000Z,15,18,34,2021-11-22
7974,671,-2.0,2021-11-22T00:28:39.000Z,0,28,39,2021-11-22
7973,671,-3.0,2021-11-22T00:26:57.000Z,0,26,57,2021-11-22
7956,671,-25.0,2021-11-21T14:22:07.000Z,14,22,7,2021-11-21
7955,671,-25.0,2021-11-21T14:21:27.000Z,14,21,27,2021-11-21
7939,671,-2.0,2021-11-20T22:40:32.000Z,22,40,32,2021-11-20
7938,671,-2.0,2021-11-20T22:38:41.000Z,22,38,41,2021-11-20
7935,671,-10.0,2021-11-20T21:52:21.000Z,21,52,21,2021-11-20
7934,671,-5.0,2021-11-20T21:50:26.000Z,21,50,26,2021-11-20
7933,671,-50.0,2021-11-20T21:48:41.000Z,21,48,41,2021-11-20
7929,671,-10.0,2021-11-20T19:43:44.000Z,19,43,44,2021-11-20
7928,671,-50.0,2021-11-20T19:42:49.000Z,19,42,49,2021-11-20
7926,671,-10.0,2021-11-20T19:14:23.000Z,19,14,23,2021-11-20
7925,671,-70.0,2021-11-20T19:13:47.000Z,19,13,47,2021-11-20
7912,671,-2.0,2021-11-19T23:58:01.000Z,23,58,1,2021-11-19
7911,671,-10.0,2021-11-19T23:56:24.000Z,23,56,24,2021-11-19
7909,671,-2.0,2021-11-19T22:40:03.000Z,22,40,3,2021-11-19
7908,671,-5.0,2021-11-19T22:39:21.000Z,22,39,21,2021-11-19
7904,671,-5.0,2021-11-19T19:46:36.000Z,19,46,36,2021-11-19
7903,671,-40.0,2021-11-19T19:45:46.000Z,19,45,46,2021-11-19
7899,671,-2.0,2021-11-19T17:22:08.000Z,17,22,8,2021-11-19
7898,671,-3.0,2021-11-19T17:21:28.000Z,17,21,28,2021-11-19
7878,671,-5.0,2021-11-17T22:47:27.000Z,22,47,27,2021-11-17
7877,671,-2.0,2021-11-17T22:46:01.000Z,22,46,1,2021-11-17
7876,671,-2.0,2021-11-17T21:58:03.000Z,21,58,3,2021-11-17
7875,671,-3.0,2021-11-17T21:56:10.000Z,21,56,10,2021-11-17
7872,671,-30.0,2021-11-17T21:39:23.000Z,21,39,23,2021-11-17
7871,671,-2.0,2021-11-17T21:38:10.000Z,21,38,10,2021-11-17
7870,671,-2.0,2021-11-17T21:37:09.000Z,21,37,9,2021-11-17
7869,671,-2.0,2021-11-17T21:36:03.000Z,21,36,3,2021-11-17
7826,671,-2.0,2021-11-17T09:46:06.000Z,9,46,6,2021-11-17
7825,671,-2.0,2021-11-17T09:44:32.000Z,9,44,32,2021-11-17
7804,671,-2.0,2021-11-16T15:31:27.000Z,15,31,27,2021-11-16
7803,671,-2.0,2021-11-16T15:30:28.000Z,15,30,28,2021-11-16
7800,671,-10.0,2021-11-15T18:36:10.000Z,18,36,10,2021-11-15
7799,671,-2.0,2021-11-15T18:34:25.000Z,18,34,25,2021-11-15
7798,671,-15.0,2021-11-15T18:33:14.000Z,18,33,14,2021-11-15
7797,671,-100.0,2021-11-15T18:31:49.000Z,18,31,49,2021-11-15
7795,671,-100.0,2021-11-15T18:29:28.000Z,18,29,28,2021-11-15
7794,671,-2.0,2021-11-15T18:27:53.000Z,18,27,53,2021-11-15
7789,671,-100.0,2021-11-15T13:45:47.000Z,13,45,47,2021-11-15
7788,671,-100.0,2021-11-15T13:44:44.000Z,13,44,44,2021-11-15
7783,671,-2.0,2021-11-14T14:34:09.000Z,14,34,9,2021-11-14
7782,671,-2.0,2021-11-14T14:32:18.000Z,14,32,18,2021-11-14
7781,671,-20.0,2021-11-14T14:27:15.000Z,14,27,15,2021-11-14
7780,671,-10.0,2021-11-14T14:25:57.000Z,14,25,57,2021-11-14
7779,671,-3.0,2021-11-14T13:30:45.000Z,13,30,45,2021-11-14
7778,671,-7.0,2021-11-14T13:30:17.000Z,13,30,17,2021-11-14
7777,671,-2.0,2021-11-14T13:29:23.000Z,13,29,23,2021-11-14
7770,671,-5.0,2021-11-13T21:27:50.000Z,21,27,50,2021-11-13
7769,671,-20.0,2021-11-13T21:26:05.000Z,21,26,5,2021-11-13
7768,671,-2.0,2021-11-13T18:07:44.000Z,18,7,44,2021-11-13
7767,671,-10.0,2021-11-13T18:05:54.000Z,18,5,54,2021-11-13
7747,671,-2.0,2021-11-10T21:40:35.000Z,21,40,35,2021-11-10
7746,671,-2.0,2021-11-10T21:40:08.000Z,21,40,8,2021-11-10
8093,671,-2.0,2021-11-30T15:57:29.000Z,15,57,29,2021-11-30
8092,671,-2.0,2021-11-30T15:56:43.000Z,15,56,43,2021-11-30
8082,671,-50.0,2021-11-29T10:48:23.000Z,10,48,23,2021-11-29
8081,671,-20.0,2021-11-29T10:47:37.000Z,10,47,37,2021-11-29
8077,671,-10.0,2021-11-28T22:40:36.000Z,22,40,36,2021-11-28
8076,671,-10.0,2021-11-28T22:39:54.000Z,22,39,54,2021-11-28
8072,671,-50.0,2021-11-28T18:59:15.000Z,18,59,15,2021-11-28
8071,671,-100.0,2021-11-28T18:58:33.000Z,18,58,33,2021-11-28
8059,671,-10.0,2021-11-28T15:00:02.000Z,15,0,2,2021-11-28
8058,671,-20.0,2021-11-28T14:58:38.000Z,14,58,38,2021-11-28
8053,702,-2.0,2021-11-27T20:09:17.000Z,20,9,17,2021-11-27
8052,702,-2.0,2021-11-27T20:07:47.000Z,20,7,47,2021-11-27
8050,671,-2.0,2021-11-27T18:21:20.000Z,18,21,20,2021-11-27
8049,671,-5.0,2021-11-27T18:19:33.000Z,18,19,33,2021-11-27
8047,671,-10.0,2021-11-27T18:13:31.000Z,18,13,31,2021-11-27
8046,671,-5.0,2021-11-27T18:12:19.000Z,18,12,19,2021-11-27
8045,671,-20.0,2021-11-27T18:09:12.000Z,18,9,12,2021-11-27
8044,671,-10.0,2021-11-27T18:07:15.000Z,18,7,15,2021-11-27
8042,702,-2.0,2021-11-27T17:26:30.000Z,17,26,30,2021-11-27
8041,702,-2.0,2021-11-27T17:25:33.000Z,17,25,33,2021-11-27
8025,671,-50.0,2021-11-25T15:57:53.000Z,15,57,53,2021-11-25
8024,671,-50.0,2021-11-25T15:57:15.000Z,15,57,15,2021-11-25
8005,671,-2.0,2021-11-24T15:21:01.000Z,15,21,1,2021-11-24
8004,671,-2.0,2021-11-24T15:19:41.000Z,15,19,41,2021-11-24
3898,690,-50.0,2021-06-27T13:54:13.000Z,13,54,13,2021-06-27
3897,690,-20.0,2021-06-27T13:52:24.000Z,13,52,24,2021-06-27
3896,689,-5.0,2021-06-27T12:29:14.000Z,12,29,14,2021-06-27
3895,689,-5.0,2021-06-27T12:27:55.000Z,12,27,55,2021-06-27
3874,690,-10.0,2021-06-26T13:11:21.000Z,13,11,21,2021-06-26
3873,690,-10.0,2021-06-26T13:09:50.000Z,13,9,50,2021-06-26
3871,690,-10.0,2021-06-26T13:03:39.000Z,13,3,39,2021-06-26
3870,690,-10.0,2021-06-26T13:02:35.000Z,13,2,35,2021-06-26
3869,690,-20.0,2021-06-26T13:01:02.000Z,13,1,2,2021-06-26
3854,690,-20.0,2021-06-25T14:09:16.000Z,14,9,16,2021-06-25
3853,690,-10.0,2021-06-25T14:08:22.000Z,14,8,22,2021-06-25
3852,690,-10.0,2021-06-25T14:06:07.000Z,14,6,7,2021-06-25
3851,690,-10.0,2021-06-25T14:04:31.000Z,14,4,31,2021-06-25
3842,689,-2.0,2021-06-25T00:09:04.000Z,0,9,4,2021-06-25
3841,689,-2.0,2021-06-25T00:08:06.000Z,0,8,6,2021-06-25
3837,690,-30.0,2021-06-24T16:46:55.000Z,16,46,55,2021-06-24
3836,690,-20.0,2021-06-24T16:45:37.000Z,16,45,37,2021-06-24
3834,690,-10.0,2021-06-24T16:33:35.000Z,16,33,35,2021-06-24
3833,690,-10.0,2021-06-24T16:31:40.000Z,16,31,40,2021-06-24
3832,690,-10.0,2021-06-24T16:30:43.000Z,16,30,43,2021-06-24
3831,690,-10.0,2021-06-24T16:29:38.000Z,16,29,38,2021-06-24
3828,689,-2.0,2021-06-24T15:18:29.000Z,15,18,29,2021-06-24
3827,689,-2.0,2021-06-24T15:17:27.000Z,15,17,27,2021-06-24
3826,689,-2.0,2021-06-24T15:10:42.000Z,15,10,42,2021-06-24
3825,689,-2.0,2021-06-24T15:10:02.000Z,15,10,2,2021-06-24
3813,690,-10.0,2021-06-24T12:51:48.000Z,12,51,48,2021-06-24
3812,690,-10.0,2021-06-24T12:50:07.000Z,12,50,7,2021-06-24
3811,690,-10.0,2021-06-24T12:49:11.000Z,12,49,11,2021-06-24
3810,690,-10.0,2021-06-24T12:48:02.000Z,12,48,2,2021-06-24
4045,690,-10.0,2021-07-01T11:12:01.000Z,11,12,1,2021-07-01
4044,690,-10.0,2021-07-01T11:11:09.000Z,11,11,9,2021-07-01
4043,690,-10.0,2021-07-01T11:08:39.000Z,11,8,39,2021-07-01
4042,690,-20.0,2021-07-01T11:07:28.000Z,11,7,28,2021-07-01
4041,74,-3.0,2021-07-01T02:46:41.000Z,2,46,41,2021-07-01
4040,74,-3.0,2021-07-01T02:45:34.000Z,2,45,34,2021-07-01
4039,74,-10.0,2021-06-30T23:43:41.000Z,23,43,41,2021-06-30
4038,74,-2.0,2021-06-30T23:42:31.000Z,23,42,31,2021-06-30
4031,689,-2.0,2021-06-30T21:56:58.000Z,21,56,58,2021-06-30
4030,689,-2.0,2021-06-30T21:55:43.000Z,21,55,43,2021-06-30
4028,689,-5.0,2021-06-30T21:48:15.000Z,21,48,15,2021-06-30
4027,689,-2.0,2021-06-30T21:47:03.000Z,21,47,3,2021-06-30
4023,690,-10.0,2021-06-30T13:29:46.000Z,13,29,46,2021-06-30
4022,690,-10.0,2021-06-30T13:28:21.000Z,13,28,21,2021-06-30
4021,690,-10.0,2021-06-30T13:26:48.000Z,13,26,48,2021-06-30
4020,690,-10.0,2021-06-30T13:25:41.000Z,13,25,41,2021-06-30
4019,690,-10.0,2021-06-30T13:24:26.000Z,13,24,26,2021-06-30
4018,690,-10.0,2021-06-30T12:20:45.000Z,12,20,45,2021-06-30
4017,690,-10.0,2021-06-30T12:18:49.000Z,12,18,49,2021-06-30
